ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-87;33;Projekt;LEM - platforma wspieraj¹ca inwestowanie w przedsiêbiorstwa;POIG.03.03.01-00-016/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;7,218,183.22;6,289,099.12;6,289,099.12;5,345,734.25;Krajowa Izba Gospodarcza;5260001708;00-074;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;samorz¹d gospodarczy i zawodowy;00 Nie dotyczy;POIG.03.03.01-00-016/09-02-K01;Nie;2010/06/24;2010/08/02
33-88;33;Projekt;Kapita³ na start w innowacje- promocja innowacji  w œrodowisku biznesowym i naukowym;POIG.03.03.01-00-026/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;1,610,194.80;1,610,194.80;1,610,194.80;1,368,665.58;MIASTECZKO MULTIMEDIALNE SP. Z O.O.;7343269142;33-300;Nowy S¹cz;Ma³opolskie;Powiat m. Nowy S¹cz / Powiat nowos¹decki;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;;;2010/09/22;2011/03/10
33-89;33;Projekt;SYMULTANA - inwestowanie w innowacje;POIG.03.03.01-00-030/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;3,864,758.00;3,864,758.00;3,864,758.00;3,285,044.30;Stowarzyszenie Primus Inter Pares;5422685098;15-054;Bia³ystok;Podlaskie;Powiat m. Bia³ystok;"62 Rozwój systemów i strategii uczenia siê przez ca³e ¿ycie w przedsiêbiorstwach; szkolenia i us³ugi na rzecz zwiêkszenia zdolnoœci adaptacyjnych pracowników do zmian; promowanie przedsiêbiorczoœci i innowacji";stowarzyszenie;00 Nie dotyczy;POIG.03.03.01-00-030/09-03-K01;Nie;2010/06/24;2010/06/30
33-90;33;Projekt;"Stowarzyszenie ""Aurum""- sieæ inwestorów prywatnych ";POIG.03.03.01-00-857/08-03;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;668,180.00;601,960.00;601,960.00;511,666.00;Fundacja Aurea Mediocritas;1132699799;03-984;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;fundacja;00 Nie dotyczy;;;2010/07/14;2010/07/15
33-91;33;Projekt;Wiedza i kapita³ dla rozwoju MSP;POIG.03.03.01-00-862/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;919,122.47;919,122.47;919,122.47;781,254.09;Agencja Rozwoju Regionalnego S.A.;5470168981;43-382;Bielsko-Bia³a;Œl¹skie;Powiat m. Bielsko-Bia³a;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka akcyjna - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIG.03.03.01-00-862/08-12;Tak;2010/06/14;2010/06/28
33-92;33;Projekt;HelpInvest;POIG.03.03.01-00-863/08-06;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;937,321.61;937,321.61;937,321.61;796,723.37;Poznañski Akademicki Inkubator Przedsiêbiorczoœci;9721127971;60-536;Poznañ;Wielkopolskie;Powiat m. Poznañ;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;stowarzyszenie;00 Nie dotyczy;POIG.03.03.01-00-863/08-10;Nie;2010/10/22;2011/03/10
33-93;33;Projekt;„Owoce biznesu” – dobra oferta krokiem do sukcesu;POIG.03.03.01-00-864/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;3,510,569.22;3,131,000.56;3,131,000.56;2,661,350.47;Fundacja Obserwatorium Zarz¹dzania;7010000181;00-586;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;fundacja;00 Nie dotyczy;;;2010/12/30;2011/03/29
33-94;33;Projekt;Budowanie Polski Przedsiêbiorczej poprzez monta¿ finansowy dla pocz¹tkuj¹cych przedsiêbiorców;POIG.03.03.01-00-865/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.01;1,528,288.85;1,319,103.85;1,319,103.85;1,121,238.27;Fundacja Akademickie Inkubatory Przedsiêbiorczoœci;5242495143;00-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;fundacja;00 Nie dotyczy;POIG.03.03.01-00-865/08-09;Tak;2010/06/30;2010/07/13
33-95;33;Projekt;Europend Sp. z o.o. - doradztwo w drodze na rynek NewConnect;POIG.03.03.02-00-020/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.02;439,810.00;345,500.00;172,750.00;146,625.00;WestRealEstate Spó³ka z ograniczona odpowiedzialnoscia;7532312583;54-618;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;;;2010/06/30;2010/07/01
33-96;33;Projekt;Pozyskanie inwestora w zakresie finansowania rynku obligacji budowlanych;POIG.03.03.02-00-026/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.02;243,390.00;199,500.00;99,750.00;84,787.50;MULTIFINANSE Spó³ka z ograniczon¹ odpowiedzialnoœci¹ ;8992636336;52-317;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;POIG.03.03.02-00-026/09-02;Tak;2010/01/28;2010/02/04
33-97;33;Projekt;DORADZTWO PRZYGOTOWUJACE PRZEDSIEBIORCE DO POZYSKANIA INWESTORÓW ZEWNETRZNYCH O CHARAKTERZE UDZIA£OWYM;POIG.03.03.02-00-038/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.02;437,980.00;339,000.00;169,500.00;144,075.00;Lauren Peso Polska;6272595631;41-500;Chorzów;Œl¹skie;Powiat m. Chorzów;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka akcyjna - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIG.03.03.02-00-038/09-01;Tak;2010/05/25;2010/05/25
33-98;33;Projekt;Doradztwo dla Ma³kowski - Martech Sp. z o.o. w drodze na rynek New Connect;POIG.03.03.02-00-047/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.02;439,810.00;360,500.00;180,250.00;153,212.50;MA£KOWSKI MARTECH Sp. z o.o.;1230029611;62-035;Konarskie;Wielkopolskie;Powiat poznañski;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIG.03.03.02-00-047/09-03;Tak;2010/10/11;2010/11/30
33-99;33;Projekt;Specjalistyczna pomoc doradcza w przygotowaniu przedsiêbiorstwa do pozyskania inwestora zewnêtrznego.;POIG.03.03.02-00-062/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.02;200,080.00;158,000.00;79,000.00;67,150.00;ANALIZY ONLINE S.A.;8971755969;02-001;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka akcyjna - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIG.03.03.02-00-062/09-02;Tak;2010/08/16;2011/02/01
33-100;33;Projekt;Zakup us³ug doradczych w ramach procedury debiutu w ASO NewConnect;POIG.03.03.02-00-073/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.03.00.00;POIG.03.03.00;POIG.03.03.02;451,400.00;370,000.00;185,000.00;157,250.00;GOLAB Spó³ka Akcyjna;9241864043;68-100;¯egañ;Lubuskie;Powiat ¿agañski / Powiat ¿arski;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka akcyjna - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIG.03.03.02-00-073/09-01;Tak;2010/09/30;2010/10/08
33-101;33;Projekt;Budowa i produkcja innowacyjnej turbiny hydroenergetycznej z opcj¹ aeracji. PKWiU 24.33;POIG.04.01.00-04-001/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;35,265,783.60;28,906,380.00;20,000,000.00;17,000,000.00;AIRON INVESTMENT Anna Niemczewska;9531008306;85-880;Bydgoszcz;Kujawsko-pomorskie;Powiat m. Bydgoszcz;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - ma³e przedsiêbiorstwo;00 Nie dotyczy;;;2010/11/17;2010/12/15
33-102;33;Projekt;Wykorzystanie wysokogradientowej separacji magnetycznej do optymalizacji spalania w kot³owniach olejowych i gazowych.;POIG.04.01.00-04-005/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;3,589,972.00;2,942,600.00;2,059,820.00;1,750,847.00;Nesta Instal  Spó³ka z ograniczon¹ odpowiedzialnoœci¹;8792467538;87-100;Toruñ;Kujawsko-pomorskie;Powiat m. Toruñ / Powiat toruñski;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;;;2010/06/11;2010/07/05
33-103;33;Projekt;Uruchomienie laboratorium technik optoelektronicznych w celu œwiadczenia innowacyjnych us³ug konserwatorskich, PKWiU 92.52.12;POIG.04.01.00-04-011/09-03;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;3,970,362.00;3,767,398.00;2,637,178.00;2,241,601.30;Restauro Spó³ka z ograniczon¹ odpowiedzialnoœci¹;8790007086;87-100;Toruñ;Kujawsko-pomorskie;Powiat m. Toruñ / Powiat toruñski;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka z ograniczon¹ odpowiedzialnoœci¹ - ma³e przedsiêbiorstwo;00 Nie dotyczy;;;2010/06/21;2010/06/25
33-104;33;Projekt;Opracowanie innowacyjnej metodyki i informatycznego systemu zarz¹dzania dla kodyfikacji linii kolejowej;POIG.04.01.00-14-195/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;3,263,360.00;1,890,000.00;567,000.00;481,950.00;PKP POLSKIE LINIE KOLEJOWE SPÓ£KA AKCYJNA;1132316427;03-734;Warszawa;Mazowieckie;Powiat m. st. Warszawa;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka akcyjna - du¿e przedsiêbiorstwo;00 Nie dotyczy;;;2010/11/09;2010/11/14
33-105;33;Projekt;Zespó³ mobilnych robotów czyszcz¹cych z przeznaczeniem do kana³ów wentylacyjnych i technologicznych;POIG.04.01.00-24-028/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;73,200.00;11,000.00;5,500.00;4,675.00;J.T.C. Spó³ka Akcyjna;6250007650;42-500;Bêdzin;Œl¹skie;Powiat bêdziñski / Powiat m. Sosnowiec;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka akcyjna - œrednie przedsiêbiorstwo;00 Nie dotyczy;;;2010/06/25;2010/07/13
33-106;33;Projekt;Przeprowadzenie prac rozwojowych celem wprowadzenia na rynek innowacyjnego systemu lekkich paneli samonoœnych do konstrukcji domów oraz zastosowania jako ekrany akustyczne;POIG.04.01.00-24-073/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;24,395,852.00;19,996,600.00;11,994,660.00;10,195,461.00;LS Tech Homes Spó³ka z ograniczon¹ odpowiedzialnoœci¹;5472105335;43-300;Bielsko-Bia³a;Œl¹skie;Powiat m. Bielsko-Bia³a;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka z ograniczon¹ odpowiedzialnoœci¹ - ma³e przedsiêbiorstwo;00 Nie dotyczy;;;2010/07/30;2010/08/02
33-107;33;Projekt;Stworzenie zintegrowanej sali operacyjnej ALVO INTEGRA i jej wdro¿enie.;POIG.04.01.00-30-068/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.01.00;;488,000.00;400,000.00;200,000.00;170,000.00;ALVO Grupa Gastrometal Barbara Staszczuk-Olszewska;6980010535;64-030;Œmigiel;Wielkopolskie;Powiat koœciañski;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - œrednie przedsiêbiorstwo;00 Nie dotyczy;;;2010/12/23;2010/12/31
33-108;33;Projekt;Wdro¿enie innowacyjnej technologii instalacji turbin wiatrowych i innych specjalistycznych us³ug dŸwigowych;POIG.04.04.00-22-017/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;29,802,900.00;29,757,900.00;17,779,065.00;15,112,205.25;Viatron Spó³ka z o.o.;5851443987;81-350;Gdynia;Pomorskie;Powiat m. Gdynia;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;POIG.04.04.00-22-017/09-04;Nie;2010/05/14;2010/12/16
33-109;33;Projekt;Utworzenie Centrum Badawczo - Rozwojowego Odlewnictwa i Obróbki Metali Lekkich Sp. z o.o. w Kêdzierzynie - KoŸlu;POIG.04.05.02-00-046/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.05.00;POIG.04.05.02;17,991,000.00;12,000,000.00;8,400,000.00;7,140,000.00;Centrum Badawczo Rozwojowe Odlewnictwa i Obróbki Metali Lekkich Sp. z o.o.;7492057250;47-225;Kêdzierzyn - KoŸle;Opolskie;Powiat kêdzierzyñsko-kozielski;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;;;2010/12/07;2010/12/07
33-110;33;Projekt;Rozwój us³ug doradczych o charakterze proinnowacyjnym œwiadczonych przez oœrodki Krajowej Sieci Innowacji (KSI);POIG.05.02.00-00-002/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;18,967,087.01;18,967,087.01;18,967,087.01;16,122,023.95;Polska Agencja Rozwoju Przedsiêbiorczoœci;5262501444;00-834;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIG.05.02.00-00-002/08-09;Nie;2010/03/03;2010/08/23
33-111;33;Projekt;Analiza poziomu kreatywnoœci i absorpcji innowacji w przedsiêbiorstwach;POIG.05.02.00-00-013/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;3,879,793.20;3,879,793.20;3,879,793.20;3,297,824.22;"Park Naukowo-Technologiczny ""TECHNOPARK GLIWICE"" Sp. z o.o.";6312420815;44-100;Gliwice;Œl¹skie;Powiat m. Gliwice;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIG.05.02.00-00-013/10-01;Nie;2010/09/29;2010/10/12
33-112;33;Projekt; Katalizator innowacji -  us³ugi doradcze dla biznesu realizowane w modelu audytu benchmarkowego;POIG.05.02.00-00-014/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;9,950,686.19;9,102,331.56;9,102,331.56;7,736,981.82;Fundacja Obserwatorium Zarz¹dzania;7010000181;02-952;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;fundacja;00 Nie dotyczy;POIG.05.02.00-00-014/10-02-K01;Nie;2010/12/02;2010/12/28
33-113;33;Projekt;Nowe us³ugi proinnowacyjne narzêdziem stymulowania innowacji w MSP.;POIG.05.02.00-00-016/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;10,540,392.00;9,996,200.00;9,996,200.00;8,496,770.00;Sekwencja Spó³ka z ograniczon¹ odpowiedzialnoœci¹;7342823116;05-820;Piastów;Mazowieckie;Powiat pruszkowski;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;POIG.05.02.00-00-016/10-01;Nie;2010/09/27;2010/09/27
33-114;33;Projekt;Centrum Promocji i Wsparcia Innowacyjnoœci Organizacyjnej Przedsiêbiorstw - stymulowanie relacji kooperacyjnych i wspó³pracy pomiêdzy firmami;POIG.05.02.00-00-017/09-03;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;2,014,800.00;2,014,800.00;2,014,800.00;1,712,580.00;WIELKOPOLSKA IZBA PRZEMYS£OWO-HANDLOWA;7770006278;60-734;Poznañ;Wielkopolskie;Powiat m. Poznañ;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;organizacja pracodawców;00 Nie dotyczy;POIG.05.02.00-00-017/09-05-K01;Nie;2010/11/30;2010/12/30
33-115;33;Projekt;Opracowanie, wdro¿enie i œwiadczenie us³ug budowania scenariuszy technologicznych dla podniesienia innowacyjnoœci przedsiêbiorstw z sektora MŒP;POIG.05.02.00-00-023/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;1,827,951.66;1,794,750.00;1,794,750.00;1,525,537.50;Izba Przemys³owo-Handlowa w Krakowie;6760016748;31-019;Kraków;Ma³opolskie;Powiat m. Kraków;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;stowarzyszenie;00 Nie dotyczy;POIG.05.02.00-00-023/09-04;Nie;2010/06/24;2010/06/30
33-116;33;Projekt;Nowa us³uga PIKE - doradztwo dla operatorów telewizyjnych w sprawie dostêpu do cyfrowej telewizji naziemnej oraz cyfryzacji sieci telewizji kablowych.;POIG.05.02.00-00-026/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;1,309,710.00;1,165,500.00;1,165,500.00;990,675.00;Polska Izba Komunikacji Elektronicznej;9730612134;00-450;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;organizacja spo³eczna oddzielnie nie wymieniona;00 Nie dotyczy;POIG.05.02.00-00-026/09-05;Tak;2010/09/06;2010/09/17
33-117;33;Projekt;Wykorzystanie modeli scoringowych, w celu zwiêkszenia efektywnoœci zarz¹dzania ryzykiem w przedsiêbiorstwach, w oparciu o doœwiadczenia z bankowoœci.;POIG.05.02.00-00-028/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;4,670,333.04;4,154,448.00;4,154,448.00;3,531,280.80;Krajowa Izba Gospodarcza Elektroniki i Telekomunikacji;5260029121;00-739;Warszawa;Mazowieckie;Powiat m. st. Warszawa;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;organizacja pracodawców;00 Nie dotyczy;POIG.05.02.00-00-028/09-05;Nie;2010/06/21;2010/09/14
33-118;33;Projekt;Budowa i wdro¿enie proinnowacyjnych us³ug optymalizacji dla MŒP opartych na zintegrowanym systemie eksperckim ;POIG.05.02.00-00-030/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.02.00;;6,822,900.00;6,822,900.00;6,822,900.00;5,799,465.00;Wielkopolski Instytut Jakoœci Sp. z o.o.;7781066806;61-626;Poznañ;Wielkopolskie;Powiat m. Poznañ;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIG.05.02.00-00-030/10-01;Nie;2010/12/22;2010/12/28
33-119;33;Projekt;Sposób wytwarzania brykietów z rozdrobnionej s³omy i urz¹dzenie do wytwarzania brykietów P-388314 w trybie PCT;POIG.05.04.01-06-001/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.01;305,572.78;305,572.78;213,900.95;181,815.80;POL-LUX - Adam Piotr Junczyk;5371896938;21-500;Bia³a Podlaska;Lubelskie;Powiat bialski / Powiat m. Bia³a Podlaska;09 Inne dzia³ania maj¹ce na celu pobudzanie badañ, innowacji i przedsiêbiorczoœci w MŒP;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;;;2010/11/08;2010/11/16
33-120;33;Projekt;Opracowanie i zg³oszenie ochrony wzoru przemys³owego zabawki;POIG.05.04.01-14-006/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.01;121,760.00;111,200.00;77,840.00;66,164.00;DREWIK Piotr Warcho³;5251086361;04-885;Warszawa;Mazowieckie;Powiat m. st. Warszawa;09 Inne dzia³ania maj¹ce na celu pobudzanie badañ, innowacji i przedsiêbiorczoœci w MŒP;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;POIG.05.04.01-14-006/09-01;Nie;2010/04/15;2010/04/15
33-121;33;Projekt;Strategie zarz¹dzania miêdzynarodowego oparte na w³asnoœci intelektualnej. Promocja korzyœci z ochrony w³asnoœci intelektualnej w polskich przedsiêbiorstwach;POIG.05.04.02-00-001/08-07;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;2,161,954.00;1,991,300.00;1,991,300.00;1,692,605.00;Krajowa Izba Gospodarcza;5260001708;00-074;Warszawa;Mazowieckie;Powiat m. st. Warszawa;09 Inne dzia³ania maj¹ce na celu pobudzanie badañ, innowacji i przedsiêbiorczoœci w MŒP;organizacja pracodawców;00 Nie dotyczy;POIG.05.04.02-00-001/08-07;Tak;2010/06/22;2010/06/30
33-122;33;Projekt;Zarz¹dzanie w³asnoœci¹ intelektualn¹;POIG.05.04.02-00-005/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;2,086,710.80;1,919,732.00;1,919,732.00;1,631,772.20;Krajowa Izba Gospodarcza;5260001708;00-074;Warszawa;Mazowieckie;Powiat m. st. Warszawa;09 Inne dzia³ania maj¹ce na celu pobudzanie badañ, innowacji i przedsiêbiorczoœci w MŒP;organizacja pracodawców;00 Nie dotyczy;POIG.05.04.02-00-005/09-06;Tak;2010/05/27;2010/05/31
33-123;33;Projekt;IP HERMES. Ochrona w³asnoœci przemys³owej w innowacyjnych firmach.;POIG.05.04.02-00-012/09-04;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;1,833,188.00;1,709,750.00;1,709,750.00;1,453,287.50;Krajowa Izba Gospodarcza;5260001708;00-074;Warszawa;Mazowieckie;Powiat m. st. Warszawa;09 Inne dzia³ania maj¹ce na celu pobudzanie badañ, innowacji i przedsiêbiorczoœci w MŒP;organizacja pracodawców;00 Nie dotyczy;POIG.05.04.02-00-012/09-07;Nie;2010/11/15;2010/11/17
33-124;33;Projekt;Rozwój biznesu dziêki w³asnoœci intelektualnej. Program promocyjno-informacyjny.;POIG.05.04.02-00-018/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.05.00.00;POIG.05.04.00;POIG.05.04.02;754,898.00;754,898.00;754,898.00;641,663.30;INVESTIN Spó³ka z ograniczon¹ odpowiedzialnoœci¹;5252245152;00-656;Warszawa;Mazowieckie;Powiat m. st. Warszawa;09 Inne dzia³ania maj¹ce na celu pobudzanie badañ, innowacji i przedsiêbiorczoœci w MŒP;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;POIG.05.04.02-00-018/09-04;Nie;2010/07/26;2010/07/30
